,ENSG00000039068~chr16:68771887-68772773,ENSG00000105610~chr19:12887130-12887991,ENSG00000136842~chr9:97503334-97504130,ENSG00000197993~chr7:142961922-142962835,ENSG00000168754~chr2:96895170-96895942,ENSG00000055118~chr7:150955439-150956350,ENSG00000137266~chr6:3427463-3428371,ENSG00000075340~chr2:70717313-70718163,ENSG00000198838~chr15:33442225-33443085,ENSG00000137266~chr6:3392733-3393621,ENSG00000110888~chr12:30757088-30757992,ENSG00000224184~chr2:12031957-12032665,ENSG00000106327~chr7:100641098-100641946,ENSG00000137266~chr6:3288095-3288981,ENSG00000123191~chr13:52022107-52023002,ENSG00000229294~chr1:65292747-65293657,ENSG00000168734~chr20:44543967-44544901,ENSG00000120278~chr6:150611571-150612474,ENSG00000164877~chr7:1462392-1463307,ENSG00000147454~chr8:23508653-23509463,ENSG00000135838~chr1:182791416-182792292,ENSG00000061273~chr12:47834264-47835144,ENSG00000144407~chr2:208488921-208489845,ENSG00000224184~chr2:11967753-11968672,ENSG00000163554~chr1:158686264-158687175,ENSG00000229294~chr1:65317611-65318514,ENSG00000198838~chr15:33311485-33311845,ENSG00000187266~chr19:11382831-11383527,ENSG00000163554~chr1:158675519-158676409,time
67,0.80854416,1.458307,1.4904532,1.007874,0.72878236,0.5301348,0.4537794,1.2804396,0.72147685,0.7347933,0.5020693,0.6483463,0.8465798,0.52247345,0.5765873,0.9558512,0.7966017,0.5053338,0.39850187,0.90189326,0.5797883,0.71297455,0.5511623,0.48263204,0.5726494,0.6503737,0.59790933,0.73363686,0.9332532,0.32810605
68,1.708606,1.4307092,1.8207592,1.799852,0.6547227,1.1154627,0.9656013,0.828486,1.0002986,1.3086337,0.8246103,0.478737,1.1056445,0.55175585,0.8795228,1.0826716,1.0096674,0.5486511,0.38988987,0.6685424,0.74037224,0.7763449,0.9067012,0.7464028,0.7452357,0.5440026,0.9190783,0.87040526,0.7478428,0.33317298
69,1.6681412,1.3501372,1.5345271,1.6383402,0.78082794,0.8576494,0.818211,1.1694603,0.8708615,1.1567385,0.62783885,0.48080668,1.097021,0.990345,0.8286523,1.0214134,0.877312,0.58344454,0.40949228,0.63709575,0.82633704,0.56016845,0.48314324,0.64134806,0.41695288,0.6928965,0.69098574,0.7322864,0.8192961,0.33802482
70,2.2172549,1.690681,1.2724388,1.5524808,0.90672386,1.106983,1.0210162,1.0713059,0.92789334,1.3223883,1.0304742,1.0055677,1.20291,1.0197861,0.84180415,1.0755063,0.8217787,0.86295426,0.48434144,0.60195625,1.0842127,0.8364045,0.7575311,0.99972266,0.85182166,0.73629963,0.91529244,0.690019,0.8256617,0.34318927
71,2.4555957,1.9228873,1.5051064,1.8685886,1.3888112,1.2702641,1.2228235,0.89681053,0.75434154,1.2945696,0.8767828,0.7066803,1.2615811,0.85282457,1.0959641,1.1310064,1.0742593,0.89712083,0.62134737,0.8584976,0.90139925,0.81385916,0.97980666,0.8134277,0.7750588,0.79412276,1.3751407,1.179568,0.9030655,0.3479855
72,2.439677,1.2228656,1.5012107,1.3717912,1.5236946,1.0946139,0.80905986,1.3041872,0.8743685,1.0294995,0.48166293,0.6532444,1.1817255,0.74770075,0.8302277,0.93809897,0.6751979,0.38211015,0.814033,0.44186157,0.86639893,0.49944794,0.5878982,0.6297389,0.97131956,0.84016746,1.2324358,0.7720435,0.5221715,0.35267267
73,2.6530008,2.021903,1.6298631,2.1777766,1.104871,1.3549167,1.245731,0.9729369,1.0340282,1.3475294,1.1106006,0.73645234,1.240883,0.8079328,0.8333941,0.9825768,0.97896415,0.59516525,0.72678113,0.54268324,0.8518,0.7075643,0.710759,0.8538496,0.5729742,0.4961218,1.0037023,0.8082722,0.46997765,0.3574048
74,2.1772153,1.6842251,1.1960367,1.2449019,1.300137,1.2249666,1.2221187,0.88330436,0.72500944,1.6242285,1.1398376,0.77169085,0.78057367,0.7741275,0.96238065,0.6290953,0.6796015,0.5374568,0.7649677,0.59696376,0.8064917,0.665574,0.8182891,1.0589746,0.8110438,0.46987268,0.9160382,0.64555275,0.3879539,0.36261082
75,2.0579712,1.890929,1.7315345,1.7267334,1.2059991,1.2718995,1.0449083,0.9593364,1.1566011,1.0705711,0.7034512,1.0114181,1.4611676,0.78195953,0.7824454,0.96603864,0.7743463,0.5449034,0.6799111,0.6654892,0.8624152,0.66808385,0.71650004,0.827577,0.7450603,0.5968,0.96098864,0.87801546,0.44962502,0.3675299
76,2.4635105,2.1499755,1.4492636,1.7939757,1.8959173,1.1165323,1.4109156,0.7003644,1.3044223,0.9284346,0.72179055,1.1951323,1.3021538,0.5177821,0.7693448,0.8252801,0.71596605,0.8529312,0.9528913,0.5960956,0.51371074,0.6280307,0.7349271,0.90099615,1.1850278,0.62722397,1.249274,0.6216888,0.6762026,0.372565
77,3.0728593,1.7078944,1.1535614,2.394428,1.8603467,1.2696339,1.6501337,0.76362884,1.1448132,1.0070152,0.84269893,1.3556017,1.3060638,1.016693,0.37795582,0.7882773,1.0073597,0.6161395,0.55743605,0.496258,0.46458587,0.5377763,0.8771613,1.0955969,0.7400012,0.6107049,0.87202567,0.51431787,0.4632334,0.37755296
78,2.8379176,2.2603326,1.8433977,1.6590469,1.7638699,1.4688925,1.4360667,1.0786273,1.6961024,0.91347635,1.321304,0.94893456,1.3020301,0.58681726,0.8971198,0.7203991,0.7626222,1.0599344,1.0539906,0.651177,0.88036716,0.58178264,0.9400724,0.59556174,0.95563585,0.72604793,0.94168055,0.5801281,0.9970542,0.3820441
79,3.1422894,2.5005589,1.4462034,1.6507709,2.3098712,1.3752593,1.2631998,0.85504454,1.645149,0.9172101,1.9404802,1.6390815,1.0613978,0.584085,0.91964,0.7238738,0.7527688,1.015573,1.0388153,0.47193703,0.7441698,0.55212545,0.42094284,0.73060626,1.161631,0.58677906,0.699711,0.59719646,0.39008015,0.38723403
80,2.1865072,2.539081,1.5054928,2.614734,2.1878874,1.9254491,1.4673365,1.3438356,1.6947429,1.3088034,1.3995807,1.2768753,1.2040609,1.4321847,0.7601477,0.9013465,0.968844,0.9522155,0.735814,0.7126486,0.7253046,0.76617914,0.8287471,1.016283,0.96736145,0.64484686,1.2055078,1.0389374,0.8183732,0.39181447
81,3.8499181,2.1311548,1.8490039,2.0373535,3.2037747,1.9220724,2.2702684,0.8589759,1.5889729,1.4238868,0.86950904,2.0753422,1.2764928,0.6677494,0.87163794,0.9076628,0.7080087,0.93040526,1.0468564,0.6274833,0.79413,0.8585349,0.73730433,1.3921893,0.9618646,0.7922269,1.0402824,0.85998106,0.7671779,0.3961744
82,3.849617,2.8440788,1.789566,2.3600276,2.1920915,1.947741,3.14176,1.4331304,1.8039383,1.1621,1.2382563,1.6181728,1.7523074,1.3465348,1.3570428,1.0731884,0.9458918,1.3476481,1.3092773,0.83557,1.0911258,0.7874485,1.3086243,2.171283,0.81471753,1.2063284,1.5691369,1.216264,1.2522668,0.40120736
83,3.3121846,2.7271845,2.133901,1.0881156,1.1248571,1.801581,1.8168129,1.8736187,1.5384952,1.2489164,1.9637903,1.4457062,0.8967327,1.2832918,1.0895313,0.7157276,0.92524916,0.76675475,1.0090407,0.7983426,1.2154648,1.0471046,1.3472517,1.2984234,0.91986257,0.8797523,0.53962576,0.7619652,1.0744308,0.40687838
84,3.7940047,2.11838,1.6032317,1.9931959,3.345014,1.3597802,1.8902862,0.8098277,1.8479216,1.0935591,1.3873799,1.2508743,1.1201243,0.50487864,1.2506472,0.59055287,0.6113571,0.44711655,1.065028,0.91598797,0.92804855,1.0259417,0.8982769,0.99293053,1.2353522,0.61789215,1.1214507,1.2016093,0.9610849,0.41012987
85,4.2176175,3.6033373,1.8249286,2.593383,2.5369494,2.4016752,3.4787104,1.5039233,1.852232,1.0126662,1.3712846,1.9087702,1.548678,1.8906559,1.3827299,0.93987006,1.0841566,1.7752004,1.6633158,1.5075163,0.8732445,0.8450811,0.93237275,1.2638491,0.8673267,1.0198115,0.6882248,0.9760371,1.0785089,0.41613257
86,4.2699533,2.8942823,1.9736137,1.7328211,2.589836,1.8945631,2.3397157,0.948147,1.5161481,1.4596272,1.6205105,1.611739,1.2051076,1.163138,1.3891058,0.9666416,1.0218915,1.6890374,1.1826571,1.5242696,0.5357519,0.77932376,0.7489832,1.3262442,0.41206327,0.8153693,0.8508292,0.72354454,0.72980267,0.4208169
87,4.345576,3.3892226,2.1812994,1.536811,2.359136,2.3278425,2.0373445,1.9274693,1.2261947,1.4237001,2.5914953,1.5115998,1.0322113,1.8312832,0.94999003,0.6009856,0.8266783,1.729067,0.85958403,1.4957176,0.41026923,0.73492265,1.0326442,0.96447825,0.72366256,0.78548616,0.23750831,0.536705,0.90080935,0.42583835
88,3.262473,2.5266864,2.602639,2.0421448,2.0630052,1.428468,1.2446578,2.0597413,1.5690451,1.5163069,1.7331843,0.73138416,0.5531031,1.7532547,1.333193,0.8479107,0.87034297,1.8695891,0.9108757,1.1417245,1.5838773,0.7742309,0.5759743,1.3141284,0.90847045,0.5427784,0.61030257,0.84746385,1.0792077,0.42976642
89,3.2587848,3.7345655,2.4737186,2.2212114,1.9043384,1.8045408,1.984265,1.4072624,1.0391723,0.6851814,1.2092279,0.83795166,1.0425179,1.3453791,1.04926,1.1281505,1.0244693,1.2692697,0.8401567,1.6644366,0.62111104,0.4357506,1.0599631,0.76830673,0.5491233,0.7966344,0.35921204,0.36542583,0.6692955,0.43603265
90,3.1469157,2.942042,1.9090177,1.5439801,2.7270114,1.5731126,1.4747975,1.0967797,1.7037096,2.369332,1.6998354,0.6942211,1.5111793,1.3017697,1.5459329,0.812606,0.89198214,1.7547224,0.85074985,1.3918641,0.7558182,0.81393725,1.2679464,0.8370102,1.3641348,0.87776345,0.3932944,0.2663089,1.3989971,0.4409795
91,3.793419,2.0704322,1.4199758,1.2067642,1.6909668,1.1466652,0.8828883,2.0405045,1.5396146,0.9624089,1.6491864,1.2909546,0.5415464,1.244155,0.776912,0.6968345,0.7745082,1.6120031,0.44344968,1.5436069,0.27772957,0.8228623,1.0426116,0.75969464,0.35566428,0.9699718,0.23852307,0.2382639,0.43634206,0.445395
92,2.331159,1.3344982,2.7679636,1.2138094,1.1755755,1.7199004,1.897048,1.8506869,1.3381021,-0.10218308,0.8974792,1.1810505,0.40826055,0.21741477,1.0668159,0.67916316,1.04779,0.9771523,0.39908624,0.9264371,0.32112372,1.3041207,1.3979867,0.5739802,0.15263657,0.6062348,-0.25234586,1.3316146,-0.016206786,0.45152715
93,5.227951,3.9015963,1.5447057,2.5803478,-0.06276975,0.9688068,1.5783901,0.6384876,1.6031162,0.77886844,1.0845827,0.7373653,1.2830701,1.3229989,2.2550805,1.0571651,1.236059,1.4809284,0.6683075,1.1507117,0.9538296,0.9474904,1.453508,0.6155694,0.4199783,1.5775218,-0.078411825,1.030101,0.40762332,0.45551455
94,4.292296,2.6997817,1.2424244,1.5383228,1.2471424,1.371955,0.9470935,2.7338119,1.6116887,0.99631256,1.5695163,1.8570253,0.41656548,1.177019,0.71390104,0.89269555,0.8197159,1.827345,1.0751778,1.7772356,0.92914057,0.91162586,0.7851642,0.87151295,0.53095156,1.2921131,-0.12708612,0.6643168,0.40966907,0.46057338
95,0.32940355,2.7278483,2.396581,1.7080352,1.4035374,1.3108956,0.6988738,3.078873,0.12563002,0.3035249,1.1494843,1.9782637,0.57875615,0.52331775,0.4940401,1.1036816,0.73200643,1.3860419,2.0018013,1.0414994,0.6287601,1.0650674,0.20850192,0.1368475,0.0034019835,1.939551,-0.24212568,-0.365992,0.22616704,0.46549657
96,3.0845416,3.2464623,1.9912815,2.9730804,2.0734608,1.6491005,1.3373549,1.672136,0.123140134,1.7040327,0.8172337,1.8434931,0.8251761,1.600853,0.2887874,0.90649605,1.2194493,1.7789228,1.5487518,1.524347,2.464314,1.5259854,0.26344943,0.51674014,0.943257,1.8136246,-0.197315,0.31658164,0.30858532,0.47074103
97,5.695434,3.3746881,1.31026,1.8640141,2.171674,2.0972908,0.78341925,1.2546995,0.5770551,2.0254657,1.8208922,1.1927626,0.94594777,2.4172363,0.68951255,1.0491798,1.1362691,0.83056945,0.8326057,0.96072114,1.2839639,1.0825467,0.565423,0.3719625,0.6626134,0.6167458,-0.26282132,0.10475989,0.044114783,0.47339636
98,6.190116,4.395088,2.1617768,3.2225375,1.2911351,2.0207639,1.7058238,-0.38471198,0.6814679,4.4302707,1.1734794,0.63436675,1.8168166,1.4931464,1.3309072,1.1829399,2.2671208,0.8695669,0.3251914,1.2738849,2.1630528,1.1672213,1.1387132,0.37907648,2.5220635,1.6659979,-0.26058394,0.5405774,-0.26736444,0.48153457
99,2.6768966,3.0535543,2.6040745,3.6239536,3.754804,2.2366757,1.1886508,1.5102795,0.58499146,0.6926338,1.0784748,1.784499,1.0929648,1.7657199,0.80486286,1.0554833,1.1952691,1.9773097,1.1144543,1.0655243,1.4688873,1.2733848,0.41635284,0.30376065,0.7747292,0.40625733,-0.2722154,0.41302133,-0.1559034,0.48440015
100,1.3395154,2.6752906,2.1325512,0.64592326,0.6725088,1.5543286,2.35201,2.464424,-0.17494467,0.070934534,1.2363701,1.1946099,0.77291095,0.47169933,0.43479216,0.75119597,1.0901479,-0.114970334,1.9234985,0.59251106,0.13223827,0.6717994,0.069337375,0.09766174,-0.12402786,1.108316,-0.24819477,-0.4973095,-0.31920713,0.48790434
