,r,r.p_value,r.FDR
ENSG00000229453~chr3:48335010-48335918,0.023618559642679515,,
ENSG00000229453~chr3:48338368-48339272,0.015048025919413021,,
ENSG00000229453~chr3:48342712-48343545,0.021737672276939905,,
ENSG00000164049~chr3:48333233-48334099,-0.004220501882669626,,
ENSG00000164049~chr3:48335010-48335918,-0.002531184318839935,,
ENSG00000164049~chr3:48338368-48339272,0.017978193325161755,,
ENSG00000164049~chr3:48342712-48343545,0.04021891850505901,,
ENSG00000164049~chr3:48399439-48400159,0.01164567837637054,,
ENSG00000164049~chr3:48400668-48401505,-0.0044125232271768075,,
ENSG00000144935~chr3:142723692-142724517,0.004271552178566154,,
ENSG00000144935~chr3:142787451-142788345,-0.02243678702417672,,
ENSG00000163710~chr3:142828439-142829341,-0.011209163021145175,,
ENSG00000163710~chr3:142850244-142851151,0.03485483974714959,,
ENSG00000163710~chr3:142888351-142889226,0.013344013951294456,,
ENSG00000163710~chr3:142904755-142905612,0.02211548284299351,,
ENSG00000163710~chr3:142928909-142929749,0.006692543020822314,,
ENSG00000163710~chr3:142931050-142931913,-0.0061849003273459395,,
ENSG00000228956~chr3:18423052-18423897,-0.015240741847507686,,
ENSG00000228956~chr3:18425097-18425989,-0.009346970522757509,,
ENSG00000228956~chr3:18443337-18443983,-0.01160419097851374,,
ENSG00000228956~chr3:18444793-18445727,0.0017832260378007525,,
ENSG00000228956~chr3:18499088-18499976,0.0009706978914558606,,
ENSG00000228956~chr3:18511800-18512704,0.009998368462314037,,
ENSG00000228956~chr3:18543956-18544844,0.004336739766536743,,
ENSG00000228956~chr3:18556307-18557153,-0.008984433485985328,,
ENSG00000228956~chr3:18559142-18560020,9.61489516631399e-05,,
ENSG00000228956~chr3:18723124-18724036,0.005347594660944303,,
ENSG00000228956~chr3:18725455-18726374,0.014314460768507663,,
ENSG00000228956~chr3:18740787-18741683,-0.01578636438157136,,
ENSG00000228956~chr3:18745140-18746027,0.005644874906203847,,
ENSG00000228956~chr3:18757839-18758729,0.009203360978958575,,
ENSG00000228956~chr3:18787139-18787865,-0.01178390291826096,,
ENSG00000228956~chr3:18825433-18826286,0.004425830475176696,,
ENSG00000228956~chr3:18827382-18828175,0.011116331295477996,,
ENSG00000228956~chr3:18883325-18884217,0.015361015146230556,,
ENSG00000228956~chr3:18891408-18892312,-0.009874497548994885,,
ENSG00000228956~chr3:18900970-18901784,-0.0032457948115749043,,
ENSG00000173585~chr3:45841684-45842528,-0.006051296662740781,,
ENSG00000173585~chr3:45858808-45859711,-0.005121006907544708,,
ENSG00000173585~chr3:45869864-45870771,-0.001386676986308714,,
ENSG00000173585~chr3:45872326-45873195,-0.0037337097770992274,,
ENSG00000173585~chr3:45892418-45893327,-0.004744724056394159,,
ENSG00000173585~chr3:45893940-45894721,-0.004149645387137726,,
ENSG00000163823~chr3:46208014-46208929,0.01882521200941409,,
ENSG00000121807~chr3:46312685-46313556,0.03434074539784188,,
ENSG00000121807~chr3:46348560-46349368,0.004049209213393428,,
ENSG00000121807~chr3:46349640-46350490,0.023387937576416256,,
ENSG00000121807~chr3:46353535-46354457,-0.00500617724363367,,
ENSG00000223552~chr3:46364812-46365701,0.0063136860092938415,,
ENSG00000223552~chr3:46368317-46369207,0.002358226860512711,,
ENSG00000223552~chr3:46370649-46371565,-0.008452609911336827,,
ENSG00000223552~chr3:46372201-46373102,0.002538065603260077,,
ENSG00000223552~chr3:46378167-46379073,0.0142074103667131,,
ENSG00000223552~chr3:46383541-46384372,0.0001569722421706472,,
ENSG00000223552~chr3:46385948-46386860,-0.011334346272110093,,
ENSG00000223552~chr3:46393303-46394192,-0.00013813602623127948,,
ENSG00000223552~chr3:46394858-46395657,-0.0022670264273737303,,
ENSG00000223552~chr3:46395920-46396822,-0.0014182600011365754,,
ENSG00000223552~chr3:46406813-46407721,0.0035585490911445323,,
ENSG00000223552~chr3:46413766-46414659,-0.008312818164207278,,
ENSG00000223552~chr3:46416044-46416886,0.0007766190709629138,,
ENSG00000223552~chr3:46426253-46427149,0.008968964076126592,,
ENSG00000223552~chr3:46427618-46428514,0.021193390517101864,,
ENSG00000223552~chr3:46431721-46432341,-0.0011260217207076208,,
ENSG00000223552~chr3:46432890-46433780,0.006270639841172116,,
ENSG00000223552~chr3:46438579-46439415,0.02574458093270518,,
ENSG00000223552~chr3:46440622-46441525,-0.015013414548156101,,
ENSG00000223552~chr3:46447137-46447960,-0.004663858962428867,,
ENSG00000223552~chr3:46449676-46450503,0.0019242325334494152,,
ENSG00000160791~chr3:46348560-46349368,0.00916384014937352,,
ENSG00000160791~chr3:46349640-46350490,-0.005245941329065096,,
ENSG00000160791~chr3:46361112-46362013,0.01365677379831481,,
ENSG00000160791~chr3:46370649-46371565,0.0021561621636449163,,
ENSG00000160791~chr3:46372201-46373102,0.008278536535354092,,
ENSG00000183625~chr3:46087624-46088454,-0.006473958696579841,,
ENSG00000183625~chr3:46089217-46090126,0.014664574548934745,,
ENSG00000183625~chr3:46090911-46091732,0.013307797997723546,,
ENSG00000183625~chr3:46092258-46093150,0.03875289957828785,,
ENSG00000183625~chr3:46095058-46095966,0.005533330176378442,,
ENSG00000183625~chr3:46097755-46098129,0.022625580042689147,,
ENSG00000183625~chr3:46098245-46098939,0.020840047064306148,,
ENSG00000183625~chr3:46100566-46101484,0.02701980994158122,,
ENSG00000183625~chr3:46108950-46109841,-0.004193950534916434,,
ENSG00000183625~chr3:46110829-46111675,0.007462428953434657,,
ENSG00000183625~chr3:46130306-46131156,0.006703276516471029,,
ENSG00000183625~chr3:46135211-46136112,0.00843301351212314,,
ENSG00000183625~chr3:46183034-46183909,-0.0028474486120876525,,
ENSG00000183625~chr3:46186621-46187511,-0.007535235953650627,,
ENSG00000183625~chr3:46193170-46194071,0.007836029865910567,,
ENSG00000183625~chr3:46208014-46208929,0.0055373453703878245,,
ENSG00000183625~chr3:46213007-46213905,0.01657784403860567,,
ENSG00000183625~chr3:46214474-46215328,-0.00638225504515327,,
ENSG00000183625~chr3:46221151-46221985,0.007769096352565235,,
ENSG00000183625~chr3:46222511-46223410,-0.006965762426194865,,
ENSG00000183625~chr3:46228127-46228916,0.00013544766954645915,,
ENSG00000183625~chr3:46236045-46236967,-0.008207602839329229,,
ENSG00000183625~chr3:46241892-46242777,-0.006058647567989345,,
ENSG00000163827~chr3:46538643-46539487,-0.00829057087297627,,
ENSG00000163827~chr3:46541683-46542550,0.0031130409293612846,,
ENSG00000163827~chr3:46549407-46550339,-0.004142154055354621,,
ENSG00000163827~chr3:46558059-46558976,-0.0052080907678583085,,
ENSG00000163827~chr3:46565780-46566602,0.006455773622750111,,
ENSG00000163827~chr3:46578688-46579503,0.00025765671795206806,,
ENSG00000163827~chr3:46629631-46630528,0.0016291582535064768,,
ENSG00000163827~chr3:46642724-46643627,-0.013296629255469861,,
ENSG00000132170~chr3:12253594-12254422,0.013560268241960596,,
ENSG00000132170~chr3:12287675-12288388,-0.005426442840327917,,
ENSG00000132170~chr3:12303625-12304476,0.019682960443395726,,
ENSG00000132170~chr3:12325600-12326434,0.0068162954007894875,,
ENSG00000132170~chr3:12335863-12336764,-0.007496995632458373,,
ENSG00000132170~chr3:12350079-12350976,0.012204582831441565,,
ENSG00000132170~chr3:12351183-12351805,0.013866844611486418,,
ENSG00000132170~chr3:12353562-12354432,-0.0079120113350313,,
ENSG00000132170~chr3:12380219-12381129,0.004506144561598996,,
ENSG00000132170~chr3:12393647-12394540,0.018599280197597136,,
ENSG00000132170~chr3:12413585-12414455,-0.009133459477834198,,
ENSG00000016391~chr3:53834130-53835020,0.023425115270587465,,
ENSG00000016391~chr3:53845917-53846752,0.015839230276433264,,
ENSG00000016391~chr3:53881604-53882512,-0.0034205778987165063,,
ENSG00000016391~chr3:53891524-53892418,0.0020961505999295663,,
ENSG00000056736~chr3:53845917-53846752,0.04182286713745195,,
ENSG00000157388~chr3:53286736-53287652,0.01583760780464082,,
ENSG00000157388~chr3:53299317-53300217,0.003772021193799946,,
ENSG00000157388~chr3:53327775-53328510,-0.0020283223943494424,,
ENSG00000157388~chr3:53328629-53329294,0.030034031260996852,,
ENSG00000157388~chr3:53347168-53348084,-0.0015344621603067857,,
ENSG00000157388~chr3:53350382-53351288,0.012995503396042657,,
ENSG00000157388~chr3:53352938-53353862,0.006069702633575255,,
ENSG00000157388~chr3:53354824-53355732,0.002554949112742019,,
ENSG00000157388~chr3:53357178-53358005,0.007148972232574836,,
ENSG00000157388~chr3:53358458-53359225,-0.0037046823156196146,,
ENSG00000157388~chr3:53361606-53362512,0.021492766640591816,,
ENSG00000157388~chr3:53374740-53375647,0.008278391280538993,,
ENSG00000157388~chr3:53456819-53457722,0.02450919949226553,,
ENSG00000157388~chr3:53489921-53490824,0.004098795092613093,,
ENSG00000157388~chr3:53494096-53494949,0.004523451417626577,,
ENSG00000157388~chr3:53495512-53496356,0.0052001989414340805,,
ENSG00000157388~chr3:53496847-53497660,0.005639982315166929,,
ENSG00000157388~chr3:53581458-53582351,0.049557427334700956,,
ENSG00000157388~chr3:53677146-53678034,0.007732926802215656,,
ENSG00000157388~chr3:53693190-53694048,0.018510485573968317,,
ENSG00000157388~chr3:53701168-53702091,0.0016724069009528108,,
ENSG00000157388~chr3:53705545-53706437,0.003760151441647644,,
ENSG00000157388~chr3:53709862-53710736,0.032900208740915905,,
ENSG00000157388~chr3:53715544-53716331,0.009729901889875298,,
ENSG00000157388~chr3:53716811-53717652,-0.000922961911380262,,
ENSG00000157388~chr3:53725191-53726099,0.08560323635108787,,
ENSG00000157388~chr3:53753374-53754197,0.005858212520479338,,
ENSG00000114279~chr3:192407701-192408594,-0.0018587399469489117,,
ENSG00000114279~chr3:192409308-192410109,0.0014257020462675692,,
ENSG00000114279~chr3:192444233-192445110,-0.0012540384105426217,,
ENSG00000114279~chr3:192467051-192467917,-0.0031874339178570225,,
ENSG00000114279~chr3:192493910-192494815,-0.006250155005057963,,
ENSG00000114279~chr3:192513889-192514604,0.008737839063002675,,
ENSG00000114279~chr3:192514732-192515432,-0.0002575600477185809,,
ENSG00000114279~chr3:192566458-192567362,-0.008333843373132773,,
ENSG00000114279~chr3:192571131-192572056,-0.006849088170662729,,
ENSG00000082781~chr3:124768572-124769451,-0.00589202966416562,,
ENSG00000082781~chr3:124771986-124772914,0.02287766140834087,,
ENSG00000082781~chr3:124780503-124781409,0.002199552881597875,,
ENSG00000082781~chr3:124784435-124785328,0.01314543341209105,,
ENSG00000082781~chr3:124786281-124787123,-0.011899274664156292,,
ENSG00000082781~chr3:124791232-124792121,-0.019450042692518675,,
ENSG00000082781~chr3:124812474-124813381,0.008132511580828615,,
ENSG00000082781~chr3:124834896-124835798,-0.015288330488362263,,
ENSG00000082781~chr3:124876203-124877109,0.009720329342931986,,
ENSG00000082781~chr3:124878535-124879460,0.05943136766670684,,
ENSG00000082781~chr3:124886888-124887672,0.01557144596166631,,
ENSG00000082781~chr3:124901074-124901959,0.001552054507196958,,
ENSG00000082781~chr3:124926412-124927325,0.008980607099205187,,
ENSG00000082781~chr3:124928338-124929246,0.00969129358415458,,
ENSG00000082781~chr3:124941490-124942376,0.0034130439175583355,,
ENSG00000244286~chr3:124760997-124761891,0.0036514477650126,,
ENSG00000244286~chr3:124780503-124781409,0.011692158380423813,,
ENSG00000244286~chr3:124784435-124785328,-0.006288186754193964,,
ENSG00000244286~chr3:124786281-124787123,-0.0036547681149543356,,
ENSG00000160145~chr3:124006912-124007809,-0.007532665412993855,,
ENSG00000160145~chr3:124032731-124033653,0.034395385727024455,,
ENSG00000160145~chr3:124034192-124034866,-0.0033673262420450944,,
ENSG00000160145~chr3:124217287-124218181,0.011011089572482988,,
ENSG00000160145~chr3:124249774-124250689,-0.010666691280863632,,
ENSG00000160145~chr3:124257152-124257960,0.007653008329344294,,
ENSG00000160145~chr3:124262952-124263857,0.001252776513497708,,
ENSG00000160145~chr3:124281417-124282267,-0.006676168294976111,,
ENSG00000160145~chr3:124315610-124316434,-0.005797320372509913,,
ENSG00000160145~chr3:124318406-124319199,-0.005421967915288477,,
ENSG00000160145~chr3:124467923-124468807,0.004865385444479067,,
ENSG00000160145~chr3:124550152-124551061,-0.004430288044219129,,
ENSG00000160145~chr3:124559572-124560449,0.029715269499548877,,
ENSG00000160145~chr3:124564610-124565522,0.01978569972331282,,
ENSG00000160145~chr3:124584364-124585297,0.05463900439580452,,
ENSG00000160145~chr3:124620301-124621157,0.016594519023030007,,
ENSG00000160145~chr3:124621515-124622155,0.0732717899947407,,
ENSG00000160145~chr3:124627194-124628095,0.015488920940766966,,
ENSG00000160145~chr3:124633284-124634192,-0.01149929529535245,,
ENSG00000160145~chr3:124636232-124637082,0.014010115001554517,,
ENSG00000160145~chr3:124639455-124640354,0.025148369927810325,,
ENSG00000160145~chr3:124650676-124651410,0.0008727661604153126,,
ENSG00000160145~chr3:124653768-124654669,0.11310931969749381,,
ENSG00000160145~chr3:124688595-124689503,0.027935449160996374,,
ENSG00000241288~chr3:125827397-125828308,0.009264092641482436,,
ENSG00000241288~chr3:125915838-125916698,0.01672875364416607,,
ENSG00000241288~chr3:125921489-125922389,-0.020216702147198378,,
ENSG00000241288~chr3:125928875-125929786,0.002147168702670121,,
ENSG00000241288~chr3:125957828-125958685,-0.0001593027025287806,,
ENSG00000053524~chr3:183178752-183179640,-0.005597945097732813,,
ENSG00000053524~chr3:183184339-183185194,-0.017958613082763673,,
ENSG00000053524~chr3:183185565-183186330,-0.0007229880693100685,,
ENSG00000053524~chr3:183188653-183189551,0.006836567677134609,,
ENSG00000053524~chr3:183210502-183211311,0.007672131454410347,,
ENSG00000053524~chr3:183212293-183213174,0.022150167787080406,,
ENSG00000053524~chr3:183217244-183218083,0.01954183798627898,,
ENSG00000053524~chr3:183224276-183225190,0.0007974868297042158,,
ENSG00000053524~chr3:183233683-183234596,0.013557383675032723,,
ENSG00000053524~chr3:183243965-183244885,0.015088589408979622,,
ENSG00000053524~chr3:183245283-183245912,0.01587322260441866,,
ENSG00000053524~chr3:183248884-183249764,0.0037489078978650823,,
ENSG00000053524~chr3:183253822-183254715,-0.006608559154181567,,
ENSG00000053524~chr3:183259879-183260780,0.0011196161397242345,,
ENSG00000053524~chr3:183264847-183265746,0.018042888029080245,,
ENSG00000053524~chr3:183275183-183276096,0.008523591877883487,,
ENSG00000053524~chr3:183285543-183286453,-0.016004359732094253,,
ENSG00000053524~chr3:183294914-183295822,0.004763281439714679,,
ENSG00000053524~chr3:183298570-183299479,-0.003880655875162896,,
ENSG00000053524~chr3:183306603-183307518,0.00021562241598586753,,
ENSG00000053524~chr3:183331230-183332037,0.007082134775554218,,
ENSG00000053524~chr3:183347391-183348316,-0.008548888066501226,,
ENSG00000053524~chr3:183357393-183358305,-0.0030192597204352157,,
ENSG00000053524~chr3:183368864-183369773,-0.009459018212718847,,
ENSG00000053524~chr3:183370564-183371423,-0.008592452628687719,,
ENSG00000053524~chr3:183375546-183376458,0.0021987571175701892,,
ENSG00000053524~chr3:183379977-183380831,-0.009781208751908696,,
ENSG00000053524~chr3:183381030-183381840,-0.004829438117588059,,
ENSG00000053524~chr3:183382127-183383009,-0.00020924362679160068,,
ENSG00000053524~chr3:183385722-183386621,0.0037613526511799285,,
ENSG00000053524~chr3:183410198-183411138,0.01804199271211938,,
ENSG00000053524~chr3:183428224-183429058,0.0073259385335376695,,
ENSG00000053524~chr3:183430314-183431208,-0.013700559827509382,,
ENSG00000053524~chr3:183440403-183441215,-0.003504738617522565,,
ENSG00000053524~chr3:183447153-183448051,0.01384761269470114,,
ENSG00000053524~chr3:183449215-183450072,0.004445752425934642,,
ENSG00000053524~chr3:183469093-183469991,-0.004643461345247224,,
ENSG00000053524~chr3:183474822-183475704,-0.004282450504198907,,
ENSG00000154928~chr3:134754899-134755779,-0.007242942200897806,,
ENSG00000154928~chr3:134794767-134795601,0.0018750044853108757,,
ENSG00000154928~chr3:134852627-134853554,-0.0035666401106968213,,
ENSG00000154928~chr3:134918170-134919054,-0.010768051646643457,,
ENSG00000154928~chr3:135225824-135226735,0.008941681593321258,,
ENSG00000172995~chr3:35639164-35640028,0.016112869963385044,,
ENSG00000172995~chr3:35654234-35655131,0.030880900024423452,,
ENSG00000172995~chr3:35664314-35665197,0.0007432235657872547,,
ENSG00000172995~chr3:35680165-35681008,0.0072730624731739526,,
ENSG00000172995~chr3:35745263-35746106,0.09332613672286177,,
ENSG00000174776~chr3:167484287-167485184,0.02832546052827722,,
ENSG00000174776~chr3:167520621-167521518,0.00842195299764051,,
ENSG00000174776~chr3:167653521-167654272,0.04621928828709926,,
ENSG00000174776~chr3:167684211-167685057,0.005839588392333563,,
ENSG00000174776~chr3:167691123-167692023,-0.015656542229767385,,
ENSG00000114124~chr3:141737796-141738662,0.003033193142512826,,
ENSG00000114124~chr3:141764930-141765871,-0.0068839869394379475,,
ENSG00000114124~chr3:141766888-141767761,0.017525128500897054,,
ENSG00000114124~chr3:141784227-141785078,-0.0006211090789204571,,
ENSG00000114124~chr3:141796052-141796937,0.013622387030415467,,
ENSG00000114124~chr3:141797262-141798012,-0.009843288606851222,,
ENSG00000114124~chr3:141808330-141809242,0.020443689752638303,,
ENSG00000174944~chr3:151216340-151217185,0.0304905144968381,,
ENSG00000174944~chr3:151225871-151226646,-0.009626072215955649,,
ENSG00000174944~chr3:151227471-151228367,0.005145045812840119,,
ENSG00000174944~chr3:151230390-151231299,-0.01073208052296831,,
ENSG00000174944~chr3:151264639-151265394,-0.00030731422696936034,,
ENSG00000174944~chr3:151265696-151266489,-0.0077378459472589355,,
ENSG00000174944~chr3:151274827-151275729,0.0032717744380285183,,
ENSG00000174944~chr3:151278017-151278923,0.013260354396014551,,
ENSG00000174944~chr3:151282644-151283525,-0.01610929811248959,,
ENSG00000174944~chr3:151283979-151284716,0.0031234709808073517,,
ENSG00000174944~chr3:151327232-151327999,0.003024115302163026,,
ENSG00000169313~chr3:151346001-151346757,-0.03625220731359046,,
ENSG00000169313~chr3:151347255-151348101,-0.03738017962314018,,
ENSG00000169313~chr3:151351151-151352065,-0.004376588629344271,,
ENSG00000169313~chr3:151379085-151379972,0.008144474927387192,,
ENSG00000169313~chr3:151387371-151388313,0.003514743826451889,,
ENSG00000169313~chr3:151404137-151404996,-0.007885019431244625,,
ENSG00000169313~chr3:151421671-151422583,-0.009377054742571271,,
ENSG00000152580~chr3:151426010-151426913,-0.002402256647301139,,
ENSG00000152580~chr3:151431583-151432495,0.024996352523474454,,
ENSG00000152580~chr3:151439308-151440208,0.010433069416792689,,
ENSG00000152580~chr3:151460505-151461377,-0.015653038207852424,,
ENSG00000152580~chr3:151466796-151467607,0.0076205582054921965,,
ENSG00000152580~chr3:151468105-151468944,0.007440681544025466,,
ENSG00000152580~chr3:151476122-151477023,0.041855183266683714,,
ENSG00000152580~chr3:151504420-151505292,-0.009677052161592953,,
ENSG00000250039~chr4:21948360-21949243,-0.004748683929143312,,
ENSG00000250039~chr4:22236916-22237794,-0.00756775721139859,,
ENSG00000250039~chr4:22315344-22316252,-0.0044869440459472,,
ENSG00000248360~chr4:14787619-14788443,0.006996062239235893,,
ENSG00000248360~chr4:14856079-14856911,0.004010068280125127,,
ENSG00000248360~chr4:14864270-14865173,-0.010343413723198544,,
ENSG00000248360~chr4:14871860-14872736,0.005131376484220518,,
ENSG00000248360~chr4:14877056-14877973,0.013067711551759837,,
ENSG00000248360~chr4:14906519-14907413,0.00809930233328539,,
ENSG00000248360~chr4:14920036-14920891,0.02225431911083394,,
ENSG00000248360~chr4:14921551-14922433,0.0016037621803341848,,
ENSG00000248360~chr4:14924008-14924840,-0.010261201699819658,,
ENSG00000251652~chr4:1113229-1114087,0.03330671001159715,,
ENSG00000251652~chr4:1130302-1131210,0.005655189555330703,,
ENSG00000109667~chr4:10006020-10006872,0.01001087918630899,,
ENSG00000109667~chr4:10011615-10012506,0.008957299700651206,,
ENSG00000109667~chr4:10013500-10014409,-0.004644609635031611,,
ENSG00000109667~chr4:10014948-10015808,-0.01374509911824109,,
ENSG00000109667~chr4:10018598-10019480,0.020802232865992663,,
ENSG00000109667~chr4:10020899-10021833,0.0009202204323180285,,
ENSG00000109667~chr4:10032588-10033211,0.0016988693900249644,,
ENSG00000109667~chr4:10033317-10033626,0.006819936380372367,,
ENSG00000109667~chr4:10044462-10045354,-0.002137020900297077,,
ENSG00000109667~chr4:10047691-10048592,0.004802291642673306,,
ENSG00000109667~chr4:10063411-10064306,0.019381970580476315,,
ENSG00000109667~chr4:10074451-10075363,0.012579235943963471,,
ENSG00000109667~chr4:10077657-10078494,-0.004865178629037898,,
ENSG00000109667~chr4:10093448-10094341,-0.0025099010282252253,,
ENSG00000109667~chr4:10095858-10096752,-0.00018741249786880922,,
ENSG00000109667~chr4:10100483-10101400,0.004748669064017853,,
ENSG00000109667~chr4:9781268-9782190,0.003131677573373618,,
ENSG00000109667~chr4:9927201-9928123,0.010249255021657156,,
ENSG00000109667~chr4:9935873-9936766,0.009510531197160353,,
ENSG00000178222~chr4:1072582-1073491,-0.0007947184717048515,,
ENSG00000178222~chr4:1082083-1082984,0.0027991111941389223,,
ENSG00000178222~chr4:1113229-1114087,0.021063481531319848,,
ENSG00000178222~chr4:1137395-1138336,-0.008541918855463704,,
ENSG00000206113~chr4:2418364-2419257,0.013068917328023271,,
ENSG00000206113~chr4:2423871-2424732,-0.0037733765140392987,,
ENSG00000206113~chr4:2432846-2433766,0.001990704106319187,,
ENSG00000206113~chr4:2441411-2442302,0.0030096331747461796,,
ENSG00000206113~chr4:2443598-2444364,0.0037032194948076495,,
ENSG00000206113~chr4:2462319-2463218,-0.001057823214495338,,
ENSG00000152953~chr4:5001593-5002442,-0.008222886495716153,,
ENSG00000152953~chr4:5003178-5004077,0.005895372943489995,,
ENSG00000152953~chr4:5013964-5014856,0.01553721580799637,,
ENSG00000152953~chr4:5017811-5018614,-0.0009022333345668123,,
ENSG00000152953~chr4:5019068-5019946,0.016264904697934384,,
ENSG00000152953~chr4:5021164-5022086,0.011036729419322785,,
ENSG00000152953~chr4:5024431-5025341,0.010650576550067938,,
ENSG00000152953~chr4:5027241-5028088,0.0026683928120212115,,
ENSG00000152953~chr4:5033020-5033911,0.024073796488462012,,
ENSG00000152953~chr4:5035996-5036824,0.0050940038834941925,,
ENSG00000152953~chr4:5037372-5038050,0.008518887277097924,,
ENSG00000152953~chr4:5038168-5038804,-0.011940575909346086,,
ENSG00000152953~chr4:5044823-5045739,0.052519794663266936,,
ENSG00000152953~chr4:5050216-5050990,0.030518390327016778,,
ENSG00000152953~chr4:5051295-5051952,0.033190106070498084,,
ENSG00000152953~chr4:5259312-5260161,0.00840664106681131,,
ENSG00000152953~chr4:5340988-5341856,0.015398629639240049,,
ENSG00000250634~chr4:13614926-13615815,0.013926674133757056,,
ENSG00000250634~chr4:13627275-13628157,0.0007088526930585482,,
ENSG00000250634~chr4:13653951-13654809,0.004779914475445868,,
ENSG00000250634~chr4:13656317-13657173,0.007903166812166858,,
ENSG00000250634~chr4:13677893-13678783,-0.0006138684742385837,,
ENSG00000250634~chr4:13701664-13702561,0.022261064110190805,,
ENSG00000250634~chr4:13703821-13704727,0.009750721186196892,,
ENSG00000250634~chr4:13783659-13784587,0.019468913827970415,,
ENSG00000250634~chr4:13793069-13793927,0.00086665813674004,,
ENSG00000250634~chr4:13958134-13958912,0.021323957619248587,,
ENSG00000250634~chr4:13977448-13978356,0.015146506992815488,,
ENSG00000250634~chr4:13980108-13980991,0.00892897759459983,,
ENSG00000250634~chr4:13981742-13982649,-0.004256033773708691,,
ENSG00000250634~chr4:13985189-13986100,0.005483865252400536,,
ENSG00000249252~chr4:15149555-15150452,0.010377708060579673,,
ENSG00000249252~chr4:15162530-15163368,-0.012198122077634663,,
ENSG00000249252~chr4:15231241-15232136,0.005231129928032849,,
ENSG00000249252~chr4:15233083-15233942,-0.0055814272346272975,,
ENSG00000249252~chr4:15238476-15239368,0.001927161501114399,,
ENSG00000249252~chr4:15293576-15294477,-0.00792667446927528,,
ENSG00000249252~chr4:15368683-15369575,0.0013008204380893723,,
ENSG00000249252~chr4:15375535-15376406,0.0038159416296045918,,
ENSG00000249252~chr4:15395949-15396850,-0.007282877927732858,,
ENSG00000249252~chr4:15400713-15401616,0.0022234758295121724,,
ENSG00000249252~chr4:15410613-15411447,-0.011405869401584858,,
ENSG00000249252~chr4:15414350-15415160,-0.0015491874237143295,,
ENSG00000249252~chr4:15450856-15451732,0.027261294297637666,,
ENSG00000249252~chr4:15457133-15458070,-0.001875605780444873,,
ENSG00000109684~chr4:10505827-10506719,-0.010884543779247243,,
ENSG00000109684~chr4:10537771-10538644,-0.0066004701376701546,,
ENSG00000109684~chr4:10549546-10550348,-0.010351334200308824,,
ENSG00000109684~chr4:10554442-10555319,0.007056436964729904,,
ENSG00000109684~chr4:10583751-10584638,-0.005983603313259101,,
ENSG00000109684~chr4:10587406-10588308,0.030837093355242432,,
ENSG00000109684~chr4:10589552-10590442,0.013952895857939865,,
ENSG00000109684~chr4:10618921-10619824,0.012943762396397817,,
ENSG00000109684~chr4:10622435-10623330,0.013808312136526394,,
ENSG00000109684~chr4:10640311-10641199,0.03329377388267938,,
ENSG00000109684~chr4:10664134-10665015,0.035069349365456894,,
ENSG00000109684~chr4:10671063-10671957,0.05568096631450563,,
ENSG00000109684~chr4:10676072-10676893,0.006308211897671603,,
ENSG00000109684~chr4:10684424-10685316,0.037224979379295406,,
ENSG00000109684~chr4:10689951-10690841,0.0013495542254082292,,
ENSG00000109684~chr4:10701088-10701806,0.03850859419624477,,
ENSG00000109684~chr4:10703920-10704835,0.03684038598415525,,
ENSG00000109684~chr4:10706075-10706980,0.008192724243794318,,
ENSG00000109684~chr4:10732497-10733413,0.015094222207702283,,
ENSG00000163956~chr4:3529180-3530077,0.02738465747877054,,
ENSG00000163956~chr4:3532057-3532978,0.0044067115108345715,,
ENSG00000163956~chr4:3555340-3556170,0.01877346289368971,,
ENSG00000163956~chr4:3556771-3557636,0.04242454108848837,,
ENSG00000168993~chr4:791957-792754,-0.004359392670075637,,
ENSG00000168993~chr4:794852-795676,-0.005677869168820944,,
ENSG00000168993~chr4:825298-826294,-0.0009418486243209595,,
ENSG00000168993~chr4:833032-833914,-0.006196503715332535,,
ENSG00000047365~chr4:36115061-36115954,0.0571139689690477,,
ENSG00000047365~chr4:36133376-36134274,0.006244590107424833,,
ENSG00000047365~chr4:36189527-36190379,0.01666472141330976,,
ENSG00000047365~chr4:36207800-36208712,-0.0004038703667097777,,
ENSG00000047365~chr4:36224827-36225700,0.028835304078204196,,
ENSG00000047365~chr4:36237572-36238374,-0.005388076997047262,,
ENSG00000047365~chr4:36241530-36242371,0.0008062074735018186,,
ENSG00000047365~chr4:36243977-36244885,0.0192788689140656,,
ENSG00000047365~chr4:36255390-36256254,0.021169869512466938,,
ENSG00000047365~chr4:36267317-36268168,0.0012282550411862824,,
ENSG00000047365~chr4:36280444-36281341,-0.00889137882870436,,
ENSG00000047365~chr4:36285904-36286806,0.026490003623809343,,
ENSG00000159674~chr4:1167066-1168007,0.014021611477514686,,
ENSG00000159674~chr4:1170885-1171804,-0.00765694959639306,,
ENSG00000159674~chr4:1172264-1172975,-0.003869497074239925,,
ENSG00000159674~chr4:1177024-1177881,0.004462461030595006,,
ENSG00000159674~chr4:1184053-1184964,0.0320292834304317,,
ENSG00000159674~chr4:1200340-1200961,0.0311341852122802,,
ENSG00000159674~chr4:1201241-1201704,0.060587436259010426,,
ENSG00000159674~chr4:1201825-1202571,0.0506162651496187,,
ENSG00000159674~chr4:1207925-1208839,-0.008778809690607221,,
ENSG00000159674~chr4:1216537-1217445,0.04031075604755028,,
ENSG00000159674~chr4:1218704-1219544,0.005217730495459726,,
